generation_id,field_name,source_name,source_url,access_date,confidence
BMW_319,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_501,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_501,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_501,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_501,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_501,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E21,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E21,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E21,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E21,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E30,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E46,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E46,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E46,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E46,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E46,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_E90,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E90,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E90,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E90,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E90,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_F30,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_F30,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_F30,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_F30,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_F30,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_G20,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_G20,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_G20,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_G20,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3_G20,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E12,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E12,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E12,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E12,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E12,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E28,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E28,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E28,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E28,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E28,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E34,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E34,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E34,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E34,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E34,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E39,model_name,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E39,vehicle_type,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E39,production_start,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E39,production_end,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E39,status,BMW Group Classic Historic Archive,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_5_E60,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E60,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E60,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E60,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_E60,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_F10,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_F10,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_F10,production_start,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_F10,production_end,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_F10,status,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_G30,model_name,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
BMW_5_G30,vehicle_type,BMW Group Corporate Communications & Technical Data Archive,https://www.press.bmwgroup.com,2026-08-22,High
