generation_id,year,month,source_name,source_url,access_date,confidence
BMW_502,1960,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_502,1961,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,1956,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,1957,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,1958,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_503,1959,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,1956,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,1957,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,1958,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_507,1959,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,1962,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,1963,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,1964,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,1965,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1955,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1956,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1957,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1958,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1959,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1960,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1961,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_ISETTA,1962,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,1957,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,1958,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_600,1959,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1959,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1960,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1961,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1962,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1963,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1964,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_700,1965,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1962,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1963,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1964,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1965,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1966,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1967,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1968,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1969,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1970,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1971,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_SEDAN,1972,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,1965,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,1966,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,1967,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,1968,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_NK_COUPE,1969,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1966,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1967,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1968,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1969,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1970,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1971,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1972,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1973,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1974,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1975,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1976,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_02_SERIES,1977,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1968,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1969,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1970,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1971,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1972,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1973,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1974,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1975,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1976,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E3_SEDAN,1977,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1968,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1969,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1970,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1971,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1972,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1973,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1974,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_E9_COUPE,1975,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,1978,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,1979,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,1980,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_M1_E26,1981,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1975,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1976,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1977,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1978,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1979,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1980,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1981,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1982,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E21,1983,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1982,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1983,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1984,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1985,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1986,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1987,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1988,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1989,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1990,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1991,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1992,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1993,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E30,1994,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,1990,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,1991,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,1992,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,1993,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3_E36,1994,,BMW Group Classic Production Archive & Cumulative Series Statistics,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
